,Adresse,latitude,longitude
1582,Söllnerstraße 16 Weiden 92637,49.6810074,12.1664352
1583,Dr. Gutermann Straße 2 Kaufbeuren 87600,47.8880549,10.610978
1584,KrankenhausstraÃe 6 Freyung 94078,,
1585,Neufelder Straße 34 Köln 51067,50.9666916,7.0589502
1586,Am Waldessaum 10 Altenburg 4600,50.9723974,12.4410229
1587,Am Hasenkopf Aschaffenburg 63739,49.9756414,9.1866962
1588,Lindigallee 3 Bad Salzungen 36433,50.8032602,10.2185891
1589,Preuschwitzer Straße 101 Bayreuth 95445,49.9436118,11.5323659
1590,Postbrookstraße 103 Bremerhaven 27574,53.5377643,8.6367596
1591,Beurhausstr. 40 Dortmund 44137,51.5084552,7.4576213
1592,Alois-Steinecker-Straße 18 Freising 85354,48.4050378,11.7446064
1593,Pacelliallee 4 Fulda  36043,50.5470173,9.7048471
1594,Mainaustraße 43b Konstanz 78464,47.6721645,9.1895112
1595,Bodelschwinghstraße 11 Landau 76829,49.2058562,8.1038746
1596,Bajuwarenstraße 5 Erding 85435,48.2945618,11.8964404
1597,Bürgermeister-Dr.-Hartmann-Straße 50 Landsberg am Lech  86899,48.0480389,10.8566236
1598,Augustenstraße 35 - 37 Leer 26789,53.2358734,7.4582287
1599,Balger Str. 50 Baden-Baden 76532,48.7843063,8.216508
1600,Mariahilfbergweg 7 Amberg 92224,49.4478642,11.8669538
1601,Dorstener Strasse 151 Recklinghausen 45657,51.6199679,7.1760656
1602,Juliuspromenade 19 Würzburg 97070,49.7975241,9.9314951
1603,Dornierstraße 11 Hörstel 48477,52.3123853,7.6133468
1604,Bergheider Straße 1 Lichterfeld 3238,51.5912391,13.7779808
1605,Fackeldeystraße 80 - 100 Emmerich am Rhein 46446,51.8349909,6.2186559
1606,Seilerweg 29 Bad Hersfeld 36251,50.8759431,9.7134361
1607,Am Langen Berg 30 Pottenstein 91278,49.7643629,11.4063373
1608,Industriestraße 3-5 Heiligenroth 56412,50.4484914,7.8465408
1609,Bahnhofstr. 25 St. Egidien 9356,50.7903764,12.6237406
1610,Im Ostfeld 1 Iserlohn 58642,51.3639609,7.5929221
1611,Dieselstraße 27 Leingarten 74211,49.1472428,9.1231856
1612,Hammerwiese 3 Gummersbach 51647,51.0358169,7.5871865
1613,Am Hälshof 31-33 Sonsbeck 47665,,
1614,An der Bahn 80 Osterode 37520,51.7515005,10.2160116
1615,Mylauer Str. 4 Greiz 7973,50.6375887,12.2080962
1616,Bremenwörtstr. 4 Kehl 77694,48.5842784,7.8199647
1617,Hauptstr. 2 Oberkirch 77704,48.5269421,8.0871599
1618,Mainstr. 6-10 Kriftel 65830,50.0790787,8.4731394
1619,Kitzinger Straße 60 Würzburg 97076,49.7903558,9.9968133
1620,Forststr. 16 Düsseldorf 40597,51.1675651,6.8750524
1621,Ludwigstraße 1 Schweinfurt 97421,50.0436834,10.225196
1622,Salinenstarße 1 Weißbach 74679,,
1623,Mammostraße 1 Memmingen 87700,47.9906242,10.1995427
1624,Wilhelm-Conrad-Röngten-Str. 1 Kaisersesch 56759,,
1625,Industriestraße 3 Wassenberg 41849,51.1025167,6.138081
1626,Düsseldorfer Straße 182 Neuss 41460,51.2198426,6.6978812
1627,Glanzstoffstraße 1 Obernburg a. Main 63784,49.8275452,9.1520613
1628,Norbert-Kerkel-Platz Hausham 83734,47.768863,11.8271916
1629,Ladeburger Straße 17 Berlin 16321,52.6832448,13.582028
1630,Roonstr. 30  Düren 52351,50.8081239,6.4978758
1631,Hamburger Straße 41 Reinbek 21465,53.5097359,10.2406578
1632,Hohler Weg 9 Attendorn 57439,51.126038,7.8974842
1633,Schwachhauser Heerstrasse 54 Bremen 28209,53.0827154,8.8365414
1634,Nordallee 1 Trier 54292,49.7621512,6.6405709
1635,Seebad 82-83 Rüdersdorf 15562,52.4546413,13.7728508
1636,Lohweg 39 Hannover 30559,52.3770076,9.8706568
1637,Krauss-Maffei-Straße 1 Laatzen 30880,52.2987017,9.8376295
1638,Dr.-Goldbogen-Str. 10 Waldbröl 51545,,
1639,Steinenbergstraße 31 Reutlingen 72764,48.483878,9.218334
1640,Forststr. 9 Frankenberg 35066,51.0619825,8.7918885
1641,Donatsring 20 Freiberg 9599,50.9206902,13.3516027
1642,Hauptstr. 160 Heiligenhaus 42579,51.3257848,6.9697515
1643,Krombacher Straße 1 Kreuztal 57223,50.9899326,7.9608924
1644,Böhmerwaldstraße 5 Neutraubling 93073,48.9838975,12.1917882
1645,Im Bocketal 21-29 Tecklenburg 49545,52.2427715,7.7503613
1646,Coesterweg 31 Soest 59494,51.5619158,8.1325252
1647,Fliegerweg 2 Helmbrechts 95233,50.2306113,11.7254113
1648,Obersülzer Straße 45 Grünstadt 67269,49.5636724,8.1825478
1649,Waldheim Strasse 8 Kierspe 58566,51.1222382,7.5927235
1650,Im Seefeld 3 Rodenberg 31552,52.3093581,9.3662763
1651,Oelsnitzer Straße 55 Falkenstein 8223,50.4589241,12.3316073
1652,Hoechst Industrial Park Frankfurt am Main 65929,,
1653,Im Welschen Feld 1-3 Wurmberg 75449,48.8765705,8.8025639
1654,Hinter den Höfen 2 Meißner 37290,51.2062151,9.9080978
1655,Am Kögel-Werk 1 Burtenbach 89349,48.350547,10.4501986
1656,Grünstraße 4 Gengenbach 77723,48.4036782,8.0100969
1657,Nordenhamer Straße 141 Delmenhorst 27751,53.061369,8.6474097
1658,Augsburger Str. 41 Fürstenfeldbruck 82256,48.1828638,11.2528821
1659,Bahnhofstraße 4 Diespeck 91456,49.5954306,10.6250013
1660,Zeppelinstraße 18 Waiblingen 71332,48.8316164,9.3001765
1661,Salzstraße 131 Heilbronn 74076,49.1614134,9.2144438
1662,Sebastian-Hausler-Straße 1 Schierling 84069,48.8274531,12.1497028
1663,Im Sande 3 Ladbergen 49549,52.1429833,7.7503882
1664,Rudolf-Strunz-Straße 5 Rehau 95111,50.2543285,12.0214523
1665,Rheinuferstrasse 7 Krefeld-Uerdingen 47829,51.3681578,6.6626017
1666,Ernst-Schering-Str. 14 Bergkamen 59192,51.6207817,7.6285786
1667,Möllensdorfer Str. 13 Lutherstadt Wittenberg 6886,51.8825164,12.5807164
1668,Faktor-Rothe-Straße 6 Olbernhau 9526,50.6458466,13.3648483
1669,Faktor-Rothe-Straße 8 Olbernhau 9526,50.6452523,13.3659719
1670,Am Haupttor Leuna 6237,51.3249425,12.0130658
1671,Schwabacher Straße 482 Fürth 90763,49.4401429,10.9905563
1672,An der Lände 3 Roth 91154,49.243297,11.1426452
1673,"Am Haupttor, Bau 6619 Leuna 6237",,
1674,Wertinger Straße 28a Höchstädt 89420,48.6072717,10.5756134
1675,Bauernallee 9 Ludwigslust 19288,53.3146195,11.4834085
1676,Zeulenrodaer Str. 49 Pausa 7952,50.5833088,11.9981827
1677,Dr.-Winterling-Str. 40 Viechtach 94234,49.0635999,12.8910626
1678,Brauereistraße 2 Malsfeld 34323,51.0923934,9.542205
1679,In der Helle 7 Kierspe 58566,51.1215834,7.5885525
1680,Zur Selkeaue 1 Hoym 6467,51.783012,11.3320756
1681,Marchioninistraße 15 München 81377,48.1107056,11.4693622
1682,Eyber Str. 81 Ansbach 91522,49.3004661,10.5899112
1683,Justus-von-Liebig-Straße 41 Landsberg am Lech 86899,48.0670312,10.8572574
1684,Lohmannstraße 2 Andernach 56626,50.418596,7.4116415
1685,August-Wessels-Str. 5 Augsburg 86154,48.3858332,10.8720686
1686,"Mangelsfeld 4, 5, 6 Bad Bocklet-Großenbrach 97708",,
1687,Engterstraße 34 Bramsche 49565,52.40283,7.996597
1688,Feldstraße 5 Kaltenkirchen 24568,53.8226435,9.9813954
1689,Meiereistraße 5 - 7 . Leezen 23816,53.8692443,10.2487776
1690,Schneidheimer Straße 2 Bopfingen / Kerkingen 73441,48.9078863,10.3569234
1691,Forsthausstr. 1 bis 3 Wetzlar 35578,50.5385139,8.5346537
1692,Auf Brühl 15-27 Lahnstein 56112,50.3057217,7.6047326
1693,Alte Poststr. 81 Passau 94036,48.5798767,13.3694437
1694,Sportplatzweg 14 Durach 87471,47.6986962,10.331868
1695,Reister Berg 2a Eslohe 59889,51.2532825,8.2102137
1696,Dautenheimer Landstraße 66 Alzey 55232,49.7409767,8.1315463
1697,Dorfstraße 2 Holtsee 24363,54.3984375,9.8546691
1698,Wimpfenerstraße 125 Heilbronn 74078,49.1794333,9.2008699
1699,Büsumer Str. 96 Rendsburg 24768,54.3114527,9.620293
1700,Krüserstraße 2 Krefeld 47839,51.3699543,6.5049922
1701,Am Kraftwerk 1 Boxberg/O.L. 2943,51.4132098,14.5824479
1702,Am Güterbahnhof 3 Adorf 8626,50.3232568,12.2602017
1703,Zollhausstrasse 30 Nürnberg 90469,49.4007627,11.1187743
1704,Franz-Leiber-Straße 1 Bramsche 49565,,
1705,Göttinger Chaussee 12-14 Hannover 30453,52.3482022,9.7143473
1706,Ziegeleistr. 15 Vatersdorf 84172,48.427861,12.0432645
1707,Markgrafenstr. 36-39 Nürnberg 90459,49.4310104,11.0761321
1708,Gustav-Adolf-Str. 8 Schweinfurt 97422,50.0517105,10.2438682
1709,Bonner Str. 498 Köln 50968,50.9004241,6.9645261
1710,Industriestraße 2 Hallerndorf 91352,,
1711,Gewerbepark Am Wald 17 Ilmenau 98693,50.6975388,10.9437819
1712,Siemensstraße 1 Stadtlohn 48703,51.9819821,6.9063829
1713,Lilienthalstr. 13-15 Grevenbroich 41515,51.089624,6.6140823
1714,Kreuzäcker 8 Deggendorf 94469,48.8044599,12.8783749
1715,Im Elchgrund 12 Bad Schussenried 88427,47.994201,9.6650149
1716,Liebherrstraße 1 Rostock 18147,54.154437,12.1165857
1717,Memmingerstraße 120 Biberach an der Riss 88400,48.0839642,9.8090639
1718,An d. Wethmarheide 21 Luenen 44536,51.5982322,7.4840443
1719,Justus-von-Liebig-Straße 5 Sulzbach/Saar 66280,49.2917372,7.0811502
1720,Am Brunnenforum 1 Bad Gögging 93333,48.818762,11.7885536
1721,Auf den Delben 35 Bremen 28237,53.1388149,8.7116139
1722,Carl-von-Linde-Straße 25 Unterschleißheim 85716,48.2848819,11.5739481
1723,Wailandtstraße 13 Aschaffenburg 63741,49.9482716,9.0973696
1724,Breitendieler Straße 20 Weilbach 63937,49.6721686,9.2149126
1725,Borkshagenstraße 4-6 Arnsberg 59757,51.4283752,7.9531658
1726,Färberstraße 10 Aalen 73432,48.8127279,10.1257606
1727,Lange Länge 5 Dettelbach 97337,,
1728,Bahnhofstraße 29 Arnstorf 94424,48.5621529,12.8110162
1729,Alter WEg 57 Detmold 32760,,
1730,Schlossmattenstraße 2 Bötzingen 79268,,
1731,Radebeulstraße 1 Staufen im Breisgau 79219,47.8890826,7.7263581
1732,Industriestrasse 2 Altendorf 96146,49.7957623,11.0152096
1733,Otto-Hahn-Straße 13 Neuenburg 79395,47.8097401,7.5542193
1734,Industriestraße 5 Meßkirch 88605,47.9980531,9.1226076
1735,Glanzstoffstr. 1 Obernburg 63784,49.8275452,9.1520613
1736,Max-Planck-Str. 6 Ritterhude 27721,53.191543,8.7034191
1737,Lebacher Straße 1-3 Saarlouis 66740,49.3264907,6.7661388
1738,Zimmerstr. 1 Herford 32051,52.1157965,8.6575138
1739,Weg beim Jäger 193 Hamburg 22335,53.6208432,9.9960507
1740,Rudolf-Diesel-Straße 10 Alzey 55232,49.7498013,8.1433633
1741,Sulzbacher Str. 121 Amberg 92224,49.4494545,11.8523292
1742,Sieboldstraße 10 Nürnberg 90411,49.4793619,11.1223283
1743,August-Läpple-Platz 1 Teublitz 93158,49.2149895,12.0835276
1744,Etzelstraße 25 Heilbronn 74076,49.1517671,9.2181091
1745,Nils-Bohr-Ring 38 Lübeck 23568,,
1746,Feldmühlestraße 3 Niederkassel 53859,50.8263515,7.0291353
1747,Industriestraße 4 Neustadt 53577,50.5947371,7.4500876
1748,Stormarnstraße 30 Frielendorf 34621,50.9373897,9.374029
1749,An der Hanfröste 4 Schrobenhausen 86529,48.575176,11.270963
1750,Weimarer Strasse 20 München 80807,48.185316,11.5887464
1751,Wehrstapeler Str. 12 Meschede-Wehrstapel 59872,51.3525805,8.3390362
1752,Markschell 3 Sörup 24966,54.719032,9.6816683
1753,Frombachstraße 27 Hornberg 78132,48.2016083,8.2337773
1754,Im Wiegenfeld 10  Markt Schwaben  85570,48.1877966,11.850367
1755,Güglingstraße 94 Schwäbisch Gmünd 73529,48.7973579,9.8726396
1756,Industriestrasse 1 Elsendorf 84094,48.7173684,11.7983901
1757,Mauserstr. 3 Stuttgart 70469,48.8186215,9.1730711
1758,Gewerbering 2 Heinsdorfergrund 8468,50.6013984,12.3251349
1759,Fischbachweg 19 Zell im Wiesental 79669,47.7051522,7.8446642
1760,"Wetro, Siedlung Nr. 15 Puschwitz 2699",,
1761,Dachauerstr. 667 München 80995,48.2183373,11.4771166
1762,Obere Bahnstraße 13 Aalen 73431,48.8314716,10.0896287
1763,Heilbronnerstraße 25 Pforzheim 75179,48.9063647,8.6479392
1764,Klosterstrasse 16 Marienheide 51709,51.0866774,7.5345377
1765,Lange Str. 6 Nordhausen 99734,51.4933405,10.7918032
1766,Brezelstr. 17 Schliengen 79418,47.7621003,7.5728542
1767,Hagenauer Forst 27 Schrobenhausen 86529,48.5742953,11.2156206
1768,Dr. Robert-Koch-Straße 2-4 Ebersbach-Neugersdorf 2727,50.9856574,14.605658
1769,Rudolf-Caracciola-Straße 1 Kölleda 99625,51.1911287,11.210263
1770,Am Galluner Kanal Zossen OT Schöneiche 15806,,
1771,Reheiner Straße 11 Jessen 6917,,
1772,Am Frauenholze 2 Weißenfels 6667,51.1789337,11.9292056
1773,Zum Plom 35 Neunsalz 8541,,
1774,Südstrasse 44 Roßbach 6242,51.2451045,11.895299
1775,Altungstraße 13 Altusried 87452,47.8035914,10.2191026
1776,Megglestraße 12 Wasserburg am Inn 83512,48.0517164,12.1839661
1777,Am Kanal 45 Ladbergen 49549,52.1582693,7.7111275
1778,Paul-Tosse-Str. 8 Eiterfeld 36132,50.783119,9.7965661
1779,Rosengartenweg 7 Kirchheim an der Weinstraße 67281,49.5536956,8.1899911
1780,Hermann-Gebauer-Platz Bottrop 46238,,
1781,Am Lausbach 2 Hamm 59075,51.6803661,7.7440155
1782,Im Eisholz 12 Leverkusen 51373,51.0444823,7.0034892
1783,Heddernheimer Landstraße 157 Frankfurt am Main 60439,50.1616361,8.6367029
1784,Friedrich-Ochs-Str. 2 Weiden 92637,49.6606569,12.1518538
1785,Am Hastebach 8 Hameln 31789,52.0907593,9.3756762
1786,Miraustr. 42 Berlin 13509,52.5835213,13.3106545
1787,Diedenhofener Straße 7 Trier 54294,49.7286318,6.6149848
1788,Düsseldorferstrasse 182-184 Neuss 41460,51.2166288,6.6953127
1789,Lugwaldstr. 10 Mühlacker 75417,48.955717,8.8727113
1790,Markscheiderstraße 38 Berlin 13407,52.5810595,13.3593145
1791,Neuenbühlstraße 6 Trossingen-Schura 78647,48.0429063,8.6383976
1792,Max-Planck-Str. 15 78713 Schramberg 78713,48.2327067,8.426969
1793,Eltzstraße 65  Trier 54293,49.7901812,6.6908767
1794,Franz-Josef-Strauß-Straße 5 Augsburg 86153,48.3845181,10.900552
1795,Dachauer Str. 665 München 80995,48.2136889,11.4809341
1796,Münchner Str. 31 Langenhagen 30855,52.4463933,9.7074573
1797,Donaubogen 11 Neumünster 24539,54.0361571,9.9902644
1798,Pereser Straße 1 Neukieritzsch OT Lippendorf 4575,,
1799,Schelpmilser Weg 30 Bielefeld 33609,52.0426027,8.6064797
1800,Immenburgstr. 22 Bonn 53121,50.733928,7.0775849
1801,Am Hagelkreuz 22 Eschweiler 52249,,
1802,Zur Wetterwarte 21 Dresden 1109,51.1305663,13.7814654
1803,Calbenser Straße 5 Barby 39249,51.9601375,11.8741837
1804,Limmerstraße 2 Korbach 34497,51.2837518,8.8670172
1805,Ludwig-Hermann-Str. 100 Gersthofen 86368,48.4443416,10.8796851
1806,An der B91 Tor 12 Bau 1216 Leuna 6237,,
1807,Lütticher Str. 5 Troisdorf 53842,50.8395332,7.1112042
1808,Overweg 24 Soest 59494,51.5533016,8.1537423
1809,Werdauer Allee 4 Meerane 8393,50.8288,12.452325
1810,Hermann-Hagenmeyer-Str. 1 Neuenstein 74632,49.2097933,9.5851895
1811,Industriestraße 3 Assamstadt 97959,49.4272139,9.6999324
1812,Primtalstraße 2 Rottweil 78628,48.1507851,8.6449946
1813,"Julius-Hofmann-Straße, 2 Gochsheim 97469",50.0244716,10.2599732
1814,"Hugo-Eckener Ring, Geb. 173 Frankfurt am Main 60549",,
1815,Hofmark 1 Schierling 84069,48.8383656,12.2491708
1816,Malzstr. 8 Laupheim 88471,48.2008226,9.8904971
1817,Borngasse 4-12 Pfungstadt 64319,49.8021585,8.5971215
1818,Benkhauser Str. 42 Mamming 94437,48.656745,12.6163566
1819,"Kollbacher Straße 31, 84163 Marklkofen, Marklkofen 84163",48.5507996,12.5610972
1820,Mendener Str. 51 Troisdorf 53840,50.8015882,7.1658947
1821,"Vaue Park, Bau Z20 Schkopau 6258",,
1822,Waldecker Straße 15 Blankenhain 99444,50.860121,11.3516153
1823,Bertram-Schaefer-Str. 11 Kirchhain 35274,50.8228131,8.9378989
1824,Milchweg 69 Geldern 47608,51.4953651,6.2763576
1825,Tübinger Straße 123 Reutlingen 72762,48.4981516,9.191014
1826,Palettenwerkstraße 3 Wismar 23970,53.9155699,11.4746186
1827,Klosterhof 1 Gammertingen-Mariaberg 72501,48.2766873,9.214193
1828,Josef-Albers-Straße 70 Bottrop 46236,51.5344955,6.9180811
1829,Bischhofstraße 1 Osnabrück 49074,,
1830,Neufelder Schanze 2 Cuxhaven 27472,53.8549017,8.7284713
1831,Adolf-Oesterheld-Str. 28 Wunstorf 31515,52.4189171,9.4607
1832,Tillystr. 17-19 Hannover 30459,52.3373529,9.7176842
1833,Othestrasse 19 Bergneustadt 51702,51.0185475,7.6495951
1834,Fritz Honsel Straße 30 Meschede 59872,51.3490798,8.2917281
1835,Koelner Straße 110 Bergheim 50127,50.9459406,6.6665669
1836,Auguste-Kessler-Str. 20 Aalen 73433,48.8578373,10.104064
1837,Matheus-Müller-Platz 1 Eltville 65343,50.024434,8.1170935
1838,Bahnhofstraße 21 Moschheim 56424,50.4819012,7.8398447
1839,Seebeckstraße 5 Kaltenkirchen 24568,53.8168499,9.9721947
1840,Messerschmittstr. 28 Neu-Ulm 89231,48.3802416,10.0230758
1841,Robert-Rössle-Straße 10 Berlin 13125,52.624447,13.5019264
1842,Ladestraße 1 Königswinter 53639,50.6823015,7.1914077
1843,Brandensteiner Weg 1 Krölpa 7387,50.6809337,11.5479734
1844,Industriestraße 1 Olsberg 59939,51.363979,8.4557728
1845,Am Torney 14 Wismar 23970,53.9089568,11.4688457
1846,Örlingerstraße 1 Ulm 89073,48.4066765,10.0045018
1847,Zum Eichberg 2 Berlingerode 37339,51.4625915,10.2501183
1848,Daimlerstraße 14 Aurich 26607,53.5065844,7.4901899
1849,Am alten Bahndamm 115 Waren 17192,53.5237972,12.6829815
1850,Teterower Str. 1 Waren 17192,53.5222651,12.6783704
1851,Auf dem Säer 1 Nürtingen 72622,48.6291919,9.3564167
1852,Donatsring 20 Freiberg 9599,50.9206902,13.3516027
1853,Im alten Haferland 6 Friesoythe 26169,52.9882337,7.7567199
1854,Zwickauer Str. 94 - 98 Meerane 8393,50.83185,12.4712987
1855,Angermünder Str. 68 Eberswalde 16225,52.851499,13.7756818
1856,Hasslocher Straße 19 Gebesee 99189,51.1138271,10.9230394
1857,Leipziger Straße 100-103 Hessisch Lichtenau 37235,51.1984494,9.7356874
1858,Edelzellerstraße 44 Fulda 36043,50.5438634,9.6812749
1859,Meicastrasse 6 Edewecht 26188,53.11469,7.9750212
1860,Isarstraße 20 Neumünster 24539,54.0390908,9.9975291
1861,Ringstraße 99 Minden 32427,52.2992728,8.9054008
1862,Bismarckstr. 04. Okt Melle 49324,,
1863,Leipziger Straße 7-13 Dresden 1097,51.065424,13.7343069
1864,Industriestraße 16 Kevelaer 47623,51.5827714,6.275205
1865,Mercedesstr. 120 Untertürkheim 70372,48.7873393,9.2368829
1866,Zum Industriepark 10 Ludwigsfelde 14974,52.3195142,13.2644213
1867,Hauptstraße 16 Rosenthal am Rennsteig 7366,50.4034903,11.7007578
1868,Forstweg 1 Torgau 4860,51.5540492,12.9530664
1869,Frankfurter Straße 250 Darmstadt 64293,49.8954246,8.6536359
1870,Frankfurter Straße 250 Darmstadt 64293,49.8954246,8.6536359
1871,Frankfurter Straße 250 Darmstadt 64293,49.8954246,8.6536359
1872,Frankfurter Straße 250 Darmstadt 64293,49.8954246,8.6536359
1873,Rheingau Straße 190-196 Wiesbaden 65203,50.0333856,8.245367
1874,Mainzer Str. 41 Gernsheim 64579,49.7688599,8.4782373
1875,Ludwig-Merckle-Straße 3 Blaubeuren 89143,48.4002924,9.7661491
1876,Am Kalvarienberg 23 Pfreimd 92536,49.4851964,12.1890498
1877,Im Gewerbegebiet 1 Lenzkirch 79853,47.8753033,8.1923294
1878,Messedamm 22 Berlin 14055,52.5012426,13.2742108
1879,Stockumer Kirchstraße 61 Düsseldorf 40474,51.2588547,6.7418362
1880,Ludwig-Erhard-Anlage 1 Frankfurt am Main 60327,50.1118436,8.6508509
1881,Reichsstraße 80 Plettenberg 58840,51.2338866,7.8780501
1882,Am Anger 16 Gütersloh 33332,51.900515,8.3999299
1883,Buchenwaldstraße 2 Zell am Harmersbach 77736,48.3494774,8.0789931
1884,Bontkirchener Straße 1 Brilon 59929,51.378685,8.6401959
1885,Bahnhofstraße 82 Sulz am Neckar 72172,48.3702581,8.6471075
1886,Veldenerstrasse 121 -131 Düren 52349,50.809333,6.4741563
1887,Nordwerk 5 Blumberg  78176,47.8507999,8.5534585
1888,Hinterm Holze 10 Twistringen 27239,52.8101829,8.6670631
1889,Brennerstraße 17-19 Bamberg 96052,49.9052052,10.8967816
1890,Michelinstrasse 1 Bad Kreuznach 55543,49.8562094,7.8864231
1891,Freiberger Straße 7 Weißenborn 9600,50.8746191,13.3986745
1892,Carl-Miele-Straße 29 Gütersloh 33332,51.9113181,8.3985178
1893,Industriestr. 4 Bürgstadt 63927,49.7335552,9.2733998
1894,Cafeastraße 1  Rathenow 14712,52.6181538,12.3477232
1895,Austr. 1 Scheßlitz 96110,49.9730479,11.0248277
1896,Hardtstraße 15 Crailsheim 74564,49.1353402,10.0606721
1897,Heerener Str. 49 Stendal 39576,52.5902392,11.8739726
1898,Reuttier Strasse 142 Neu-Ulm 89231,48.3826099,10.0263805
1899,Kemptener Straße 91 Leutkirch 88299,47.8224652,10.0508198
1900,Im Tal 12 Altenstadt 89281,48.1456076,10.1223322
1901,Gneisenauallee 0 Dortmund 45739,51.5652678,7.5056754
1902,Badstraße 41 Bad Teinach-Zavelstein 75385,48.6886108,8.685084
1903,Fackelstraße 0 Kamp-Lintfort 47475,51.5192551,6.464401
1904,Hansaring 2-4 Lotte 49504,52.2794515,7.9038547
1905,Kasteler Str. 45 Wiesbaden 65203,50.047759,8.2416013
1906,Mittelrheinstraße 2-4 Koblenz 56072,50.3470662,7.4935117
1907,Koblenzer Straße 69 Andernach 56626,50.4373854,7.4189696
1908,"Wildecker Str. 12 Berka, Werra 99837",50.9470902,10.0758313
1909,Otto-Hahn-Strasse 41 Hanau 63456,50.1078599,8.897388
1910,Am Schanzberg 1 Eilenburg 4838,51.4644617,12.588417
1911,Stockholmer Str. 40 Bad Bentheim 48455,52.3145001,7.0502691
1912,Dr.-Berns-Str. 23 Moers 47441,51.460702,6.6119398
1913,Carl Bertelmann Str. 161 Gütersloh 33311,,
1914,Zollerstrasse 7 Aretsried 86850,48.3089289,10.6535951
1915,Am Mühlberg 2 Bissingen 86657,48.7104245,10.6306191
1916,Handwerkerstraße 23 Rosendahl 48720,52.0135201,7.1236883
1917,Milchstraße 1 Freising 85354,48.3796285,11.7303659
1918,Borsigstrasse 1-7 Geesthacht 21502,53.4218637,10.4167835
1919,Angererstraße 25 Raubling 83064,47.795265,12.1240646
1920,Am Schäfersbruch 2 Sinsheim 74889,49.2447701,8.8822671
1921,Teplitzerstraße 27 Waldkraiburg 84478,48.2126565,12.4171941
1922,Noltinastr. 29 Berkatal 37297,51.2388557,9.8892969
1923,Trienzer Straße 1 Elztal 74834,49.4284351,9.1973263
1924,Ernst-Hatz-Str. 16 Ruhstorf an der Rott 94099,48.4341649,13.3345017
1925,Kölner Straße 75 Attendorn 57439,51.121311,7.9006732
1926,Neuhaus 17 Aldingen 78554,48.1106505,8.6947959
1927,Schwalbenstadt 1 Dettingen/Erms 72581,48.5160616,9.3601583
1928,Waldhäuser Straße 41 Aalen 73432,48.8161235,10.132391
1929,Heßlingsweg 30 a Dortmund 44309,51.535888,7.5458084
1930,Sandstrasse 140 Mülheim a.d. Ruhr 45473,51.4374925,6.8762839
1931,Dr.-Bergius-Str. 16-24 Elsteraue 6729,51.0725231,12.1975126
1932,Weiherstraße 8 Blaustein 89134,48.4227983,9.9058495
1933,Oskar-Märker-Straße 24 Harburg 86655,48.776626,10.6975477
1934,Grisutenstraße 13 Premnitz 14727,52.5358556,12.362795
1935,Güterbahnhofstraße 6 Heidenau 1809,50.9790536,13.8589268
1936,Kupferhammer Bielefeld 33649,51.9878983,8.483058
1937,Ringstraße 14 Ohrdruf 99885,50.8395759,10.7155755
1938,Hans-Nolte-Straße 1 Minden 32429,52.2612461,8.8890891
1939,Auf der Bleiche 24 Wetter-Wengern 58300,51.3966787,7.3568118
1940,Remchinger Straße 5 Königsbach-Stein 75203,48.9633928,8.597235
1941,Birkenweg 52 Sundern 59846,51.3722755,7.9821691
1942,Portlandstraße 4 Steinfeld 49459,52.5911085,8.2083027
1943,Am Lossewerk 8 Kassel 34123,51.3159132,9.5321022
1944,Kraftwerk-Privatweg 7 Magdeburg 39126,52.1841518,11.6767805
1945,Theodor-Heuss-Ring 30 Kiel 24114,54.3079914,10.1136352
1946,Sanatoriumsplatz 2 München 81545,48.0856455,11.5572092
1947,Apfelring 1 Gierstädt 99100,51.0443795,10.8258217
1948,Reeser Str. 235 Emmerich am Rhein 46446,51.8280132,6.2975227
1949,Breslauer Str. 2 Selb 95100,50.1764526,12.146867
1950,Rodenbacher Chaussee 1 Hanau 63457,50.1204463,8.9615106
1951,Northeimer Str. 51 Warburg 34414,51.5302378,9.1307912
1952,Schelthofer Straße 80 Tönisvorst 47918,51.3220344,6.480951
1953,Siemensstraße 12 Altheim 84051,48.5862058,12.2093344
1954,Hohe-Schaar-Kamp 3 Hamburg 21107,53.4938272,9.9721283
1955,Bei den Froschäckern 1 a Erfurt 99098,50.976705,11.1224671
1956,Wörmlitzer Str. 3 Magdeburg 39126,52.2056311,11.6687079
1957,Manfred-Roth-Str. 1 Dummerstorf 18196,54.0226517,12.2282101
1958,Am Gäuseberg 1 Erndtebrück 57339,50.9962742,8.3186775
1959,Hanauer Landstraße 320 Frankfurt am Main 60314,50.121432,8.7386105
1960,Eschborner Landstrasse 100 Frankfurt am Main 60489,50.128063,8.6013212
1961,Landshuter Strasse 7 Unterschleissheim 85716,48.2927217,11.5739428
1962,An der Lände 2 Roth 91154,49.2412256,11.139673
1963,Alustr. 50 - 52 Schwandorf 92421,49.3114326,12.0831915
1964,Gierlichsstraße 17 Troisdorf 53840,50.8249752,7.1457126
1965,Paul-Baumannstr. 1 Marl 45772,51.6762164,7.0967501
1966,Zum Floßgraben 60 60 Markranstädt OT Quesitz 4420,,
1967,Werner-von-Siemens-Str. 1 Butzbach 35510,50.4316657,8.6849497
1968,Friedrichstraße 16 Eberbach 69412,49.46413,8.9858965
1969,Westiger Straße 62 Altena 58762,51.3003394,7.6951203
1970,Talstr 3 Beckingen 66701,49.389353,6.6944274
